Event_ID,Date,Country,Reason,Action_Summary,Action_Level,Action_Classification,Status,Type,Device,Source,manufacturer_name,device_name
c57a4290-89c8-4be4-aa20-6cf2e3bdf8d0,2020-02-01,AUS,documentation update detected in bandage,software update,Retail,Class 3,classified,recall,bandage,TGA,HealthTech,bandage
5b0fdc8f-7329-4f63-8f3e-aaf10193b16c,2020-03-22,MEX,infection detected in infusion pump,recall,Healthcare Professional,Class 1,open,recall,infusion pump,MHRA,CardioPlus,infusion pump
5d9214e6-b37b-4b6b-acf8-df73e2fd3aae,2020-09-06,GBR,serious injury detected in ventilator,recall,Healthcare Professional,Class 1,classified,recall,ventilator,Health Canada,BioCare,ventilator
b157d0df-7b0f-4e11-a08b-141f2517d9ef,2023-03-09,IND,instruction correction detected in disposable glove,software update,Retail,Class 3,terminated,recall,disposable glove,EMA,GlobalMed,disposable glove
585d260b-45ce-4ed3-989a-ca6845ff4ee3,2024-01-27,MEX,explosion detected in cardiac pacemaker,recall,Healthcare Professional,Class 1,terminated,safety alert,cardiac pacemaker,EMA,CardioPlus,cardiac pacemaker
6963e2e2-64f9-4e15-aadc-262144fd391b,2018-11-18,USA,explosion detected in defibrillator,software update,Healthcare Professional,Class 1,classified,field safety,defibrillator,CDSCO,CardioPlus,defibrillator
ff08d105-8d2b-413f-bfa6-d590f3afbfe7,2019-05-14,JPN,serious injury detected in cardiac pacemaker,software update,Healthcare Professional,Class 1,classified,safety alert,cardiac pacemaker,FDA,HealthTech,cardiac pacemaker
f0309bd6-633f-4bc2-9f5e-0205671a6b7e,2024-07-14,USA,paperwork detected in syringe,recall,Retail,Class 3,open,safety alert,syringe,Health Canada,HealthTech,syringe
1e40e639-466c-4da1-8e7f-63bb1225b642,2020-10-28,BRA,quality problem detected in ultrasound machine,recall,Hospital,Class 2,classified,field safety,ultrasound machine,FDA,LifeSystems,ultrasound machine
16d166fd-23e2-4f2a-ade2-89c76e8ce794,2020-03-25,JPN,performance issue detected in ultrasound machine,recall,Sponsor Control,Class 2,classified,safety alert,ultrasound machine,CDSCO,Meditech Corp,ultrasound machine
218c87db-f5f2-4d03-8b98-b1c0621a151d,2025-08-11,CAN,implant detected in surgical implant,terminated,Hospital,Class 1,classified,safety alert,surgical implant,CDSCO,HealthTech,surgical implant
ac97fd8e-7a94-4aa9-9cee-27f8af56a1af,2017-12-02,USA,explosion detected in surgical implant,recall,Hospital,Class 1,classified,field safety,surgical implant,FDA,MediNova,surgical implant
659f9f27-1872-4523-84c2-f9cede19423a,2022-01-13,DEU,fatal detected in surgical implant,recall,Public Recall,Class 1,terminated,recall,surgical implant,EMA,MediNova,surgical implant
48660,2017-02-20,SWE,Device failure / Feature Before Use - Manufacturing,Recall/Exchange,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Field Safety Notice,swe-12-fr-sls-ii-lasers-kida,Swedish Medical Products Agency,,
35c52a49-7cd1-42c7-a4a1-3e3d402bd33e,2016-06-20,FRA,manufacturing defect detected in ultrasound machine,software update,Wholesale,Class 2,terminated,safety alert,ultrasound machine,TGA,HealthTech,ultrasound machine
a814b737-9df2-42f4-b35a-6411e5deea27,2020-06-16,CHN,quality problem detected in laser therapy unit,terminated,Wholesale,Class 2,classified,field safety,laser therapy unit,TGA,CardioPlus,laser therapy unit
f5b943db-6eea-4a86-849e-dbe100431bef,2019-07-22,MEX,implant detected in surgical implant,recall,Public Recall,Class 1,open,recall,surgical implant,PMDA,MediNova,surgical implant
ca2a3db9-820e-4513-a533-2bef0232c112,2018-01-21,MEX,fatal detected in defibrillator,recall,Healthcare Professional,Class 1,open,safety alert,defibrillator,TGA,MediNova,defibrillator
65e69ba2-513f-43a8-afdb-5c3989b4c0d6,2020-07-06,CAN,performance issue detected in diagnostic monitor,software update,Sponsor Control,Class 2,terminated,field safety,diagnostic monitor,EMA,CardioPlus,diagnostic monitor
49663,2017-02-20,SWE,Device failure / Feature Before Use - Manufacturing,Recall/Exchange,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Field Safety Notice,swe-curved-surecan-needles-entrance-gates,Swedish Medical Products Agency,,
774f9804-ae9f-412e-923e-e13b59cceb86,2015-09-03,FRA,serious injury detected in infusion pump,terminated,Healthcare Professional,Class 1,classified,safety alert,infusion pump,Health Canada,CardioPlus,infusion pump
27086a79-cdc4-463c-b295-c995f7c8e57b,2016-12-16,FRA,cardiac detected in defibrillator,software update,Healthcare Professional,Class 1,classified,safety alert,defibrillator,FDA,BioCare,defibrillator
27009b6d-780b-4211-866c-67d943a783b2,2020-12-31,CAN,malfunction detected in diagnostic monitor,terminated,Sponsor Control,Class 2,open,field safety,diagnostic monitor,Health Canada,GlobalMed,diagnostic monitor
7161e36f-9ae6-47ac-81b6-5811cfa80835,2022-10-10,USA,software error detected in ultrasound machine,software update,Hospital,Class 2,open,safety alert,ultrasound machine,TGA,GlobalMed,ultrasound machine
b3f62008-0ea0-441f-96ac-295776dd1941,2017-03-12,AUS,infection detected in cardiac pacemaker,terminated,Healthcare Professional,Class 1,classified,field safety,cardiac pacemaker,PMDA,GlobalMed,cardiac pacemaker
5aa32e65-26e6-45d7-8022-9de76ed153a1,2020-09-06,DEU,packaging detected in dressing,software update,Retail,Class 3,open,field safety,dressing,TGA,LifeSystems,dressing
13838,2017-02-20,USA,Defect: A hole or crack was found which may cause air to leak.,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall,usa-device-recall-kimvent-031a010b,U.S. Food and Drug Administration,,
11547462-849c-4573-95cc-e72c26b58405,2023-07-07,USA,software error detected in laser therapy unit,software update,Wholesale,Class 2,terminated,recall,laser therapy unit,CDSCO,LifeSystems,laser therapy unit
fc278b38-db3e-4b79-b5ab-90f44bd645c5,2024-01-18,AUS,cardiac detected in defibrillator,terminated,Hospital,Class 1,terminated,recall,defibrillator,CDSCO,MediNova,defibrillator
f1bd63aa-5a94-4245-bed0-5f6ad9c12294,2022-01-03,,instrucqion correction detected in syringe,software update,Retail,Class 3,,recall,syringe,PMDA,LifeSystems,syringe
1ddc1b37-e492-4b9b-8ffb-495aec676599,2020-12-11,DEU,manufacturing defect detected in laser therapy unit,recall,Sponsor Control,Class 2,classified,recall,laser therapy unit,FDA,CardioPlus,laser therapy unit
8a4b442e-0ab5-4d13-9bfc-4951379ef391,2017-07-06,AUS,malfunction detected in x-ray device,software update,Wholesale,Class 2,classified,safety alert,x-ray device,CDSCO,GlobalMed,x-ray device
886c089d-ec5a-40ec-bd37-0b18fba785f4,2020-09-02,CHN,packaging detected in syringe,software update,Retail,Class 3,classified,recall,syringe,Health Canada,CardioPlus,syringe
4a1d91d4-e6e7-4f42-bdca-03a29fd98db9,2025-05-18,CAN,infection detected in surgical implant,terminated,Healthcare Professional,Class 1,open,safety alert,surgical implant,TGA,BioCare,surgical implant
33e16555-e469-4b36-898e-673e1d7aa13f,2020-10-05,,peqformance issue detected in laser therapy unit,terminated,Hospital,Class 2,,recall,laser therapy unit,TGA,GlobalMed,laser therapy unit
4d3bf260-1fe0-49c3-b7f8-3ca1273f6ddb,2025-02-23,MEX,infection detected in ventilator,terminated,Healthcare Professional,Class 1,terminated,recall,ventilator,Health Canada,CardioPlus,ventilator
c04b438d-b470-41af-b2fd-cc4048406250,2022-06-27,FRA,implant detected in defibrillator,terminated,Public Recall,Class 1,open,safety alert,defibrillator,PMDA,BioCare,defibrillator
3009f6cc-c08e-4f01-91f0-b205101c7f34,2017-10-29,DEU,paperwork detected in catheter,software update,Retail,Class 3,classified,recall,catheter,FDA,GlobalMed,catheter
b33da0a7-f74a-4add-86c0-ae4098da5b22,2018-05-29,MEX,implant detected in defibrillator,recall,Public Recall,Class 1,classified,safety alert,defibrillator,MHRA,LifeSystems,defibrillator
454d489f-bc6f-4d21-b450-9b3064f73597,2025-01-06,AUS,explosion detected in cardiac pacemaker,terminated,Public Recall,Class 1,open,recall,cardiac pacemaker,EMA,BioCare,cardiac pacemaker
f7274d71-7541-4bb7-8b1c-5fc3aa401d97,2017-05-03,FRA,malfunction detected in laser therapy unit,software update,Wholesale,Class 2,terminated,safety alert,laser therapy unit,FDA,LifeSystems,laser therapy unit
92206,2017-02-20,CAN,BECKMAN COULTER HAS IDENTIFIED AN INCOMPATIBILITY BETWEEN NO FOAM DXC REAGENT (REF B64130) AND THE DXC HYDROPNEUMATIC PARTS ASSOCIATED WITH NO FOAM DELIVERY. DXC NO FOAM REAGENT IS INTENDED TO PREVENT FORMATION OF FOAM AND/OR BUBBLES IN THE DXC WASTE SYSTEM OF THE HYDROPNEUMATIC SUBSYSTEMS. OVER TIME THIS INCOMPATIBILITY MAY LEAD TO: BREAKS IN NO FOAM CAP ASSEMBLY (PN A84827) CRACKS IN NO FOAM WASTE COLLECTOR (PN A60007/A64665) SEEPAGE OUTSIDE NO FOAM TUBING (PN'S A10027 A10028 AND A67123). THIS INCOMPATIBILITY DOES NOT AFFECT NO FOAM'S ABILITY TO PERFORM ITS FUNCTION AND THERE IS NO IMPACT TO PATIENT RESULTS. CRACKS IN THE WASTE COLLECTOR MAY STOP INSTRUMENT OPERATION DUE TO VACUUM ERROR AND POTENTIALLY LEAD TO BIOHAZARDOUS WASTE EXPOSURE. CRACKS IN THE NO FOAM CAP AND SEEPAGE FROM THE NO FOAM TUBING MAY LEAD TO EXPOSURE TO NO FOAM.,Recall,Hospital/Pharmacy/Laboratory,II,Terminated,Recall,can-unicel-dxc-600-03110106,Health Canada (via FOI),,
628c2f5f-d826-43bc-83da-afc340f184d1,2025-04-09,FRA,cosmetic defect detected in catheter,software update,Retail,Class 3,open,safety alert,catheter,MHRA,CardioPlus,catheter
cfcb2a22-64b5-4902-8295-e88ff1f635da,2023-06-01,,fatal detectrd in cardiac pacemaker,terminated,Public Recall,Class 1,,safety alert,cardiac pacemaker,CDSCO,BioCare,cardiac pacemaker
02530c1a-49a5-4b2d-a067-6ce8d44f6a99,2018-09-12,JPN,performance issue detected in x-ray device,terminated,Sponsor Control,Class 2,open,recall,x-ray device,PMDA,BioCare,x-ray device
628fee34-5992-4f87-a24b-7c92ee9fc2dc,2021-12-15,DEU,paperwork detected in dressing,software update,Sponsor Control,Class 3,terminated,safety alert,dressing,CDSCO,Meditech Corp,dressing
49121,2017-02-20,SWE,Device failure / Feature Before Use - Manufacturing,Change instructions,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Field Safety Notice,swe-artiste-oncor-and-primus-digital-linear-accelerators-with-syngo-rt-therapist-version-4-2,Swedish Medical Products Agency,,
ff8cb614-f248-4ede-b980-03a5e3d2ca65,2016-12-09,FRA,software error detected in diagnostic monitor,terminated,Hospital,Class 2,terminated,recall,diagnostic monitor,MHRA,HealthTech,diagnostic monitor
b342518f-a302-4b93-9cd7-9494aa15d50d,2018-05-12,FRA,explosion detected in surgical implant,terminated,Public Recall,Class 1,open,safety alert,surgical implant,MHRA,MediNova,surgical implant
e7598f80-c06a-4668-8e1a-b9ed3a1d7821,2017-07-06,CHN,instruction correction detected in disposable glove,software update,Retail,Class 3,classified,safety alert,disposable glove,CDSCO,Meditech Corp,disposable glove
5b5e272d-5c38-46b9-af77-3479b4561c06,2024-03-14,FRA,paperwork detected in bandage,software update,Wholesale,Class 3,terminated,safety alert,bandage,PMDA,CardioPlus,bandage
ffd2d934-b1c4-49d7-a37a-aa310d1ce736,2021-04-27,GBR,infection detected in surgical implant,terminated,Healthcare Professional,Class 1,classified,safety alert,surgical implant,CDSCO,GlobalMed,surgical implant
70446,2016-05-25,FIN,Device failure / Feature Before Use - Manufacturing,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall,fin-sterile-filter-tips-25ul-nonconductive,Valvira - National Supervisory Authority for Welfare and Health (via FOI),,
501a638d-5823-4298-bcc3-77e364856243,2021-11-14,MEX,paperwork detected in dressing,software update,Sponsor Control,Class 3,terminated,recall,dressing,TGA,HealthTech,dressing
3672,2017-02-20,NZL,"The AB and BC Distractor Bodies used in the Craniomaxillofacial Distraction System may reverse post-operatively.,               In the presence of inadequate distraction or reversal of a previously achieved distraction distance, the patient may need to undergo prolonged distraction therapy. In some instances, revision surgery may be needed to replace the device.,               Reversing occurs when the distractor screw is turned in the opposite direction to cause the assembly to lose distraction distance.",Recall,Healthcare Professional,Class 2,Terminated,Recall,nzl-synthes-craniomaxillofacial-cmf-distraction-system-bc-distraction-bodies,New Zealand Medicines and Medical Devices Safety Authority,,
72637,2017-02-20,CHE,Device failure / Feature Before Use - Manufacturing,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Field Safety Notice,che-autonomy-laparo-angle,Swiss Agency for Therapeutic Products,,
58da26bb-05b2-450e-8d56-a2bf2d18f49d,2018-08-15,,implant deteceed in infusion pump,terminated,Hospital,Class 1,,field safety,infusion pump,CDSCO,HealthTech,infusion pump
0d9c3819-a489-4be2-9a5a-368e73adad12,2015-09-13,CHN,implant detected in infusion pump,recall,Public Recall,Class 1,classified,safety alert,infusion pump,CDSCO,CardioPlus,infusion pump
bb650a54-fefd-4217-b1df-ba881f389a78,2018-07-13,CHN,manufacturing defect detected in diagnostic monitor,software update,Hospital,Class 2,open,field safety,diagnostic monitor,FDA,HealthTech,diagnostic monitor
85f01905-5920-4226-a879-3f64a22d9c35,2015-12-03,FRA,paperwork detected in syringe,software update,Wholesale,Class 3,open,field safety,syringe,MHRA,Meditech Corp,syringe
dbf70801-ad6b-46a7-bdaa-32fbd7ca8bd7,2019-03-30,GBR,manufacturing defect detected in diagnostic monitor,recall,Wholesale,Class 2,terminated,field safety,diagnostic monitor,EMA,CardioPlus,diagnostic monitor
904b7755-8c85-46cf-b184-0dfd33fcc732,2024-11-02,CAN,serious injury detected in defibrillator,terminated,Public Recall,Class 1,open,field safety,defibrillator,PMDA,BioCare,defibrillator
5080116a-798b-454e-9b22-6f95d5e03af2,2022-11-15,DEU,performance issue detected in x-ray device,terminated,Sponsor Control,Class 2,open,recall,x-ray device,PMDA,Meditech Corp,x-ray device
0815833d-8ace-45ff-87f3-2c04cc733c87,2017-06-24,FRA,fatal detected in cardiac pacemaker,terminated,Healthcare Professional,Class 1,terminated,recall,cardiac pacemaker,EMA,GlobalMed,cardiac pacemaker
f3047549-39af-437b-bb7c-663dd3438a63,2020-01-16,USA,performance issue detected in diagnostic monitor,terminated,Wholesale,Class 2,terminated,safety alert,diagnostic monitor,CDSCO,BioCare,diagnostic monitor
c2fb1c18-62fa-4a4a-98b6-d13accd23f7b,2024-10-19,USA,performance issue detected in diagnostic monitor,terminated,Wholesale,Class 2,open,recall,diagnostic monitor,CDSCO,BioCare,diagnostic monitor
06a312ba-76a3-4e12-997a-638abeb15933,2017-10-09,CHN,implant detected in defibrillator,software update,Healthcare Professional,Class 1,open,field safety,defibrillator,MHRA,GlobalMed,defibrillator
a62532f2-2668-4b00-a2ff-453325ba0fec,2020-10-17,USA,explosion detected in defibrillator,terminated,Hospital,Class 1,classified,field safety,defibrillator,PMDA,GlobalMed,defibrillator
19623f0a-fbbf-4f32-aa08-16af0427e15a,2025-03-08,CHN,serious injury detected in defibrillator,software update,Healthcare Professional,Class 1,open,recall,defibrillator,Health Canada,MediNova,defibrillator
093f0a2b-08cd-48be-b434-0879fc112547,2021-11-16,,malfunction detected in x-ray device,software update,Wholesale,Class 2,,field safety,x-ray device,MHRA,HealthTech,x-ray device
85cbc1ca-0217-4e75-9421-023a4506681e,2019-11-15,IND,packaging detected in dressing,software update,Retail,Class 3,terminated,safety alert,dressing,Health Canada,MediNova,dressing
aad88b4d-dc57-4284-9181-037284494589,2017-06-29,JPN,quality problem detected in diagnostic monitor,recall,Sponsor Control,Class 2,terminated,field safety,diagnostic monitor,MHRA,LifeSystems,diagnostic monitor
2bb83c72-e321-4654-ba6f-2d52d7f371ae,2025-07-09,BRA,explosion detected in infusion pump,terminated,Healthcare Professional,Class 1,open,safety alert,infusion pump,PMDA,BioCare,infusion pump
5d12cafa-f699-4f2a-b52d-502d4dae6daf,2022-05-21,MEX,cardiac detected in defibrillator,terminated,Healthcare Professional,Class 1,terminated,safety alert,defibrillator,MHRA,BioCare,defibrillator
1d24f999-aa48-4db0-bd32-a37f10ad39ed,2018-07-04,USA,infection detected in infusion pump,recall,Healthcare Professional,Class 1,terminated,safety alert,infusion pump,TGA,MediNova,infusion pump
fe6f282e-0811-4275-9bc4-84dc0ec3ff86,2019-01-23,MEX,documentation update detected in bandage,recall,Wholesale,Class 3,open,field safety,bandage,FDA,Meditech Corp,bandage
3462,2017-02-20,NZL,"Manufacturer launced the Zimmer Trabecular Metal Reverse Shoulder System in 2006, with over 30,000 sold since launch. During the last 7 years, Zimmer has received 90 complaints related to the glenosphere disassociating from the base plate or difficulty assembling the glenosphere to the base plate. This represents a complaint rate of approximately 0.27% since the product was introduced. Based on the investigation of these complaints, Zimmer determined that additional instructions specific to the assembly of the glenosphere to the base plate were necessary in order to emphasize important techniques. As a result, Zimmer updated the applicable surgical technique and also released an instructional video specific to the assembly of the glenosphere. Zimmer are providing instructional video specific to the assembly of the glenosphere.",Correction,Healthcare Professional,Class 2,Terminated,Recall,nzl-zimmer-trabecular-metal-reverse-shoulder-system,New Zealand Medicines and Medical Devices Safety Authority,,
2285d1e7-4b70-4661-b965-c1e79bb27b71,2019-03-17,BRA,performance issue detected in ultrasound machine,software update,Wholesale,Class 2,terminated,recall,ultrasound machine,Health Canada,GlobalMed,ultrasound machine
d4150513-211e-48cb-b7bd-0f0f807d00d4,2024-07-02,JPN,fatal detected in cardiac pacemaker,recall,Public Recall,Class 1,classified,recall,cardiac pacemaker,MHRA,BioCare,cardiac pacemaker
f96eb1da-d964-4777-9501-32983b19f834,2017-07-16,USA,performance issue detected in laser therapy unit,terminated,Sponsor Control,Class 2,classified,safety alert,laser therapy unit,CDSCO,Meditech Corp,laser therapy unit
3629a49a-c36f-47a6-954b-642ad2a7734e,2021-10-07,MEX,performance issue detected in laser therapy unit,recall,Wholesale,Class 2,open,field safety,laser therapy unit,TGA,Meditech Corp,laser therapy unit
1436a5e2-1350-4257-a97e-e31cb436521d,2019-12-17,IND,quality problem detected in laser therapy unit,software update,Wholesale,Class 2,classified,safety alert,laser therapy unit,MHRA,HealthTech,laser therapy unit
27610,2015-07-31,ESP,Device failure / Feature Before Use - Manufacturing,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall / Safety Alert,esp-enveo-r-mounting-system-model-ls-enveor-23-and-ls-enveor-2629,Agencia Española de Medicamentos y Productos Sanitarios (Via FOI),,
477e9c29-fa75-4ddf-b4c6-3b0a0b9439ab,2022-12-02,CAN,cosmetic defect detected in dressing,software update,Sponsor Control,Class 3,classified,safety alert,dressing,Health Canada,CardioPlus,dressing
2cba3c55-0b03-4618-a13d-fcab09fccb23,2019-04-19,JPN,documentation update detected in syringe,software update,Sponsor Control,Class 3,terminated,field safety,syringe,Health Canada,CardioPlus,syringe
0c8e7459-42b3-4f79-a05c-8cf505ab5007,2019-08-05,FRA,documentation update detected in disposable glove,software update,Wholesale,Class 3,classified,field safety,disposable glove,CDSCO,MediNova,disposable glove
e1a24089-8702-4cbd-a2fc-7c767458ee29,2016-06-01,FRA,serious injury detected in infusion pump,terminated,Healthcare Professional,Class 1,terminated,field safety,infusion pump,TGA,HealthTech,infusion pump
773dda94-7e1f-4208-ae10-095c427ccb5f,2022-07-04,GBR,documentation update detected in bandage,software update,Wholesale,Class 3,classified,field safety,bandage,EMA,MediNova,bandage
35e51407-1925-4f19-b574-38bc38657d66,2017-05-11,JPN,instruction correction detected in dressing,software update,Retail,Class 3,classified,field safety,dressing,MHRA,GlobalMed,dressing
c39bb76e-23de-4c35-9847-53ae1dcb0fb7,2021-02-01,GBR,paperwork detected in disposable glove,software update,Retail,Class 3,classified,recall,disposable glove,Health Canada,CardioPlus,disposable glove
1679d4b6-8bee-44e5-a2f9-9b1e6edeefc1,2025-07-13,BRA,explosion detected in cardiac pacemaker,terminated,Healthcare Professional,Class 1,classified,field safety,cardiac pacemaker,CDSCO,MediNova,cardiac pacemaker
2b366de3-b16e-40de-8da9-20895dfda986,2019-12-13,,cardiac detectcd in cardiac pacemaker,terminated,Public Recall,Class 1,,safety alert,cardiac pacemaker,PMDA,CardioPlus,cardiac pacemaker
c80bc618-f6d3-4f6a-ae0d-6e1eb775a8ba,2015-09-09,MEX,paperwork detected in disposable glove,software update,Wholesale,Class 3,terminated,safety alert,disposable glove,CDSCO,HealthTech,disposable glove
16f1cf7b-ca98-4533-8ac6-549dadf1d398,2016-02-17,USA,malfunction detected in diagnostic monitor,software update,Wholesale,Class 2,open,recall,diagnostic monitor,PMDA,BioCare,diagnostic monitor
3040a66e-2f3b-4eca-b6b7-840cf78373d5,2016-11-12,GBR,software error detected in diagnostic monitor,recall,Sponsor Control,Class 2,open,recall,diagnostic monitor,TGA,GlobalMed,diagnostic monitor
2b04a5d8-ad12-4927-b3c7-528945543b79,2024-12-18,FRA,documentation update detected in syringe,recall,Wholesale,Class 3,open,field safety,syringe,EMA,HealthTech,syringe
27a6ae92-4e9d-4fe4-a68f-0df10c525911,2024-03-24,IND,manufacturing defect detected in x-ray device,terminated,Hospital,Class 2,terminated,recall,x-ray device,EMA,Meditech Corp,x-ray device
49640c5d-f8f7-4b4d-ab00-3f1e85c2ab99,2021-12-30,BRA,cosmetic defect detected in bandage,software update,Sponsor Control,Class 3,classified,field safety,bandage,TGA,HealthTech,bandage
94979475-caa2-4520-8f78-1d6ef85cd912,2024-08-23,CAN,serious injury detected in cardiac pacemaker,terminated,Healthcare Professional,Class 1,classified,safety alert,cardiac pacemaker,TGA,BioCare,cardiac pacemaker
110200,2017-02-20,USA,Potential for out of specification star grind teeth.,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall,usa-synthes-spiral-blade-component-of-the-synthes-modular-blade-plate-system-86e89fc7-7cb9-4435-b91e-529fe40f917b,U.S. Food and Drug Administration,,
485fdfe4-90d0-400d-9872-0059d50a4ffe,2016-12-08,CAN,serious injury detected in surgical implant,recall,Healthcare Professional,Class 1,classified,recall,surgical implant,EMA,Meditech Corp,surgical implant
0193542b-388f-4e87-9139-8f446433eda9,2016-01-12,DEU,software error detected in x-ray device,software update,Hospital,Class 2,terminated,field safety,x-ray device,FDA,MediNova,x-ray device
da3513d8-1f4b-472d-bc5d-196910f5a43c,2016-03-20,MEX,quality problem detected in ultrasound machine,recall,Wholesale,Class 2,open,field safety,ultrasound machine,FDA,MediNova,ultrasound machine
ac7bd1e2-e2c8-491a-8796-209b2c2f85e4,2024-03-29,JPN,documentation update detected in disposable glove,software update,Retail,Class 3,terminated,field safety,disposable glove,FDA,GlobalMed,disposable glove
41130,2016-01-27,DEU,Device failure / Feature Before Use - Manufacturing,"Urgend Field Safety Notice for Sysmex CA-/CS-Systems with Factor VIII Chromogenic Assay lot, Siemens Healthcare Diagnostics Products GmbH",Hospital/Pharmacy/Laboratory,Class 2,Terminated,Field Safety Notice,deu-sysmex-ca-cs-systems-with-factor-viii-chromogenic-assay-lot,Bundesinstitut für Arzneimittel und Medizinprodukte,,
7e18e7b9-5f24-4995-97b8-a5a9864c37e8,2024-03-22,CAN,malfunction detected in x-ray device,terminated,Hospital,Class 2,terminated,recall,x-ray device,EMA,Meditech Corp,x-ray device
dd4ca6f9-6a72-4eba-a9cd-f6b61307c77d,2017-10-14,AUS,cardiac detected in surgical implant,recall,Healthcare Professional,Class 1,classified,safety alert,surgical implant,Health Canada,MediNova,surgical implant
0b949b58-9437-45ea-9ec5-24b610a59eb0,2025-07-30,IND,cosmetic defect detected in disposable glove,recall,Wholesale,Class 3,open,field safety,disposable glove,FDA,MediNova,disposable glove
dafe16ec-e51f-4fb6-91f1-1bd3c7bf552e,2016-04-15,,software error detected in lasqr therapy unit,recall,Wholesale,Class 2,,recall,laser therapy unit,FDA,MediNova,laser therapy unit
8aa54c4b-5a72-450a-bc66-aee96fb3f411,2025-01-19,CHN,performance issue detected in diagnostic monitor,recall,Hospital,Class 2,classified,recall,diagnostic monitor,FDA,HealthTech,diagnostic monitor
7883e94b-2ced-4444-83fd-4f4a084d6066,2017-10-26,FRA,malfunction detected in x-ray device,software update,Wholesale,Class 2,classified,safety alert,x-ray device,CDSCO,MediNova,x-ray device
e335da23-dd47-4173-b0bb-dff1eaf9c9ba,2022-01-06,JPN,infection detected in surgical implant,terminated,Healthcare Professional,Class 1,terminated,safety alert,surgical implant,Health Canada,GlobalMed,surgical implant
e39197b4-b7fd-4764-92ed-b55e56e62058,2021-03-14,CHN,implant detected in surgical implant,recall,Healthcare Professional,Class 1,open,field safety,surgical implant,EMA,BioCare,surgical implant
b95096f1-cb12-4b95-989c-89ab5d8ae7e7,2025-01-16,CHN,fatal detected in ventilator,terminated,Healthcare Professional,Class 1,terminated,recall,ventilator,TGA,Meditech Corp,ventilator
3ebc5108-d7a4-4ddd-9753-73928cd3e7d5,2020-04-29,AUS,documentation update detected in catheter,terminated,Sponsor Control,Class 3,terminated,field safety,catheter,EMA,GlobalMed,catheter
7bde06cf-4c9b-4996-a382-dd70626b946c,2022-02-25,AUS,serious injury detected in ventilator,recall,Healthcare Professional,Class 1,terminated,field safety,ventilator,TGA,HealthTech,ventilator
8ef1742d-cdbf-4fbf-bb65-df4c0feb4eae,2020-07-13,DEU,instruction correction detected in dressing,software update,Sponsor Control,Class 3,classified,recall,dressing,PMDA,MediNova,dressing
e98291f0-5c04-44f1-b05d-f6df173cf2a2,2021-10-06,CAN,instruction correction detected in syringe,recall,Retail,Class 3,classified,recall,syringe,MHRA,MediNova,syringe
b11dc226-2a4c-495d-bc85-35ca67f1a133,2017-01-09,USA,instruction correction detected in syringe,software update,Retail,Class 3,terminated,recall,syringe,TGA,HealthTech,syringe
a6872775-d197-4c82-b007-60d4a6d7ecfe,2025-01-14,CAN,infection detected in defibrillator,terminated,Healthcare Professional,Class 1,terminated,recall,defibrillator,CDSCO,CardioPlus,defibrillator
82dded30-4dc6-4c9a-be73-84cb4cdc140a,2025-08-30,,infbction detected in ventilator,recall,Public Recall,Class 1,,recall,ventilator,EMA,CardioPlus,ventilator
72f5fe8c-af32-410d-9962-2a04f536e974,2023-08-28,BRA,instruction correction detected in catheter,recall,Retail,Class 3,open,recall,catheter,TGA,HealthTech,catheter
111335,2017-02-20,IRL,Device failure / Feature Before Use - Manufacturing,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Field Safety Notice,irl-artis-zeego-10280959,Health Products Regulatory Authority,,
8d3a974c-cf21-4895-a909-4dd343a899e4,2018-05-19,CHN,implant detected in cardiac pacemaker,terminated,Public Recall,Class 1,terminated,field safety,cardiac pacemaker,CDSCO,GlobalMed,cardiac pacemaker
62045,2017-02-20,USA,Ortho Clinical Diagnostics is recalling Slide Dispense cartridges used with some VITROS Chemistry Product Slides due to slide dispense issues.,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall,usa-device-recall-vitros-chemistry-products-upro-slides-0326010a,U.S. Food and Drug Administration,,
7973f45a-a2d5-4166-b024-31989dd593a8,2018-08-17,USA,performance issue detected in ultrasound machine,terminated,Wholesale,Class 2,classified,recall,ultrasound machine,FDA,HealthTech,ultrasound machine
97304,2017-02-20,CAN,ISSUE WITH CB6/LA27 CONTROL BOX/ACTUATOR SYSTEM USED IN THE ACTUATOR SYSTEM ON ITS JOERNS ULTRACARE MODEL 770.USERS MAY EXPERIENCE A NON FUNCTIONING BED.,Recall,Hospital/Pharmacy/Laboratory,II,Terminated,Recall,can-joerns-ultracare-model-770-ac-powered-bed,Health Canada (via FOI),,
fb64de8e-073f-438e-8ec1-481e2ef60490,2017-12-29,JPN,instruction correction detected in catheter,terminated,Retail,Class 3,classified,recall,catheter,Health Canada,MediNova,catheter
