Event_ID,Date,Country,Reason,Action_Summary,Action_Level,Action_Classification,Status,Type,Device,Source,manufacturer_name,device_name
6b874115-cd7b-4d74-883b-4b409cf4ce87,02/11/18,CAN,infection detected in cardiac pacemaker,recall,Public Recall,Class 1,open,safety alert,cardiac pacemaker,Health Canada,MediNova,cardiac pacemaker
b53b9801-d3c6-4080-9eef-14f34cb762cd,15/11/20,CHN,manufacturing defect detected in diagnostic monitor,recall,Wholesale,Class 2,open,field safety,diagnostic monitor,FDA,BioCare,diagnostic monitor
ddc281f0-6e6b-4b88-98cc-133baa49c578,21/10/17,GBR,paperwork detected in dressing,software update,Retail,Class 3,classified,field safety,dressing,FDA,BioCare,dressing
b4f8245c-6198-434b-bba7-6e692f829e19,12/07/18,GBR,manufacturing defect detected in diagnostic monitor,terminated,Hospital,Class 2,open,field safety,diagnostic monitor,CDSCO,GlobalMed,diagnostic monitor
0b8068f3-eb0f-4289-a8fb-c1c8f416b40a,07/06/16,JPN,instruction correction detected in dressing,software update,Retail,Class 3,open,recall,dressing,CDSCO,GlobalMed,dressing
18947574-7fc7-4bc6-a124-e5cc1afe56ff,30/01/21,DEU,quality problem detected in laser therapy unit,terminated,Sponsor Control,Class 2,open,field safety,laser therapy unit,TGA,MediNova,laser therapy unit
66602387-7b79-491d-bdb0-a76fb2069419,25/12/23,MEX,infection detected in cardiac pacemaker,terminated,Healthcare Professional,Class 1,classified,safety alert,cardiac pacemaker,Health Canada,MediNova,cardiac pacemaker
534918cf-953e-447b-8a9a-f6598e34985c,19/03/25,CAN,explosion detected in ventilator,terminated,Healthcare Professional,Class 1,terminated,safety alert,ventilator,EMA,BioCare,ventilator
7b3a42fd-f87c-487f-8e8e-2857fa28c359,13/09/16,DEU,cosmetic defect detected in disposable glove,software update,Wholesale,Class 3,classified,recall,disposable glove,FDA,BioCare,disposable glove
7f43a41e-bc4c-4cb1-803b-0bbffd7e1a7f,09/05/23,AUS,manufacturing defect detected in laser therapy unit,terminated,Wholesale,Class 2,terminated,field safety,laser therapy unit,MHRA,GlobalMed,laser therapy unit
b001b34e-2dd0-425e-a0b3-3f32ed8ca7f2,13/10/18,,serious injury detected in infjsion pump,software update,Public Recall,Class 1,,field safety,infusion pump,Health Canada,BioCare,infusion pump
0fa15744-9a9e-47f7-a84d-ca0f809d32fd,04/06/22,MEX,implant detected in cardiac pacemaker,recall,Hospital,Class 1,classified,safety alert,cardiac pacemaker,Health Canada,MediNova,cardiac pacemaker
bcf139ea-7c5a-4508-acd3-5ffe1fd2599a,30/10/24,,fatal detected in defibrillator,terminated,Public Recall,Class 1,,recall,defibrillator,CDSCO,GlobalMed,defibrillator
0395bbd0-471a-4215-827d-6d5d35c37d45,11/10/18,IND,cardiac detected in cardiac pacemaker,terminated,Public Recall,Class 1,open,safety alert,cardiac pacemaker,FDA,BioCare,cardiac pacemaker
4fa59269-7a72-4d73-a724-a57883700414,25/01/16,FRA,instruction correction detected in dressing,recall,Sponsor Control,Class 3,classified,safety alert,dressing,TGA,MediNova,dressing
70398b96-a09f-4db6-b061-7a05e381c490,13/04/20,CAN,implant detected in defibrillator,terminated,Public Recall,Class 1,classified,field safety,defibrillator,MHRA,BioCare,defibrillator
38bf8eac-3891-4723-a78d-f3d734becf38,05/02/18,CHN,explosion detected in cardiac pacemaker,recall,Healthcare Professional,Class 1,open,safety alert,cardiac pacemaker,EMA,GlobalMed,cardiac pacemaker
b0890e8c-f03a-4bf5-921c-6d11e65d6346,29/09/24,CHN,instruction correction detected in catheter,software update,Wholesale,Class 3,open,recall,catheter,FDA,GlobalMed,catheter
c54b454c-d7d5-437f-b00f-c64832cf3fd1,09/06/25,,packaging detectwd in bandage,software update,Retail,Class 3,,safety alert,bandage,PMDA,MediNova,bandage
feba5427-78af-402b-8e47-5a53650a519e,10/12/24,GBR,malfunction detected in laser therapy unit,recall,Sponsor Control,Class 2,classified,field safety,laser therapy unit,EMA,GlobalMed,laser therapy unit
bbde32b8-f741-4181-88ba-ae50827ecb8c,14/04/24,FRA,documentation update detected in bandage,software update,Sponsor Control,Class 3,terminated,safety alert,bandage,CDSCO,MediNova,bandage
8f022988-0f9a-4367-a78a-674221363e0b,04/08/25,IND,explosion detected in surgical implant,recall,Public Recall,Class 1,open,safety alert,surgical implant,FDA,BioCare,surgical implant
edca7bed-e6b7-407e-bfb9-58cf24e5c847,24/04/24,CHN,packaging detected in bandage,software update,Sponsor Control,Class 3,terminated,safety alert,bandage,CDSCO,BioCare,bandage
2505759a-27d5-42c4-a21f-087b9f3c3f2d,25/03/25,FRA,software error detected in x-ray device,software update,Hospital,Class 2,open,recall,x-ray device,MHRA,MediNova,x-ray device
a527294b-0bbe-4369-8693-cccfa99beb4a,10/10/18,MEX,implant detected in defibrillator,software update,Healthcare Professional,Class 1,open,recall,defibrillator,PMDA,MediNova,defibrillator
e0d5a917-2f4c-46ec-bbf3-40f10edc2ba6,29/01/21,,fxplosion detected in infusion pump,recall,Hospital,Class 1,,safety alert,infusion pump,TGA,GlobalMed,infusion pump
596b8590-cdbc-4b37-b3d3-802ddf0df085,19/04/25,CHN,quality problem detected in diagnostic monitor,terminated,Sponsor Control,Class 2,classified,safety alert,diagnostic monitor,FDA,BioCare,diagnostic monitor
0cc704ef-bb7f-48b7-9901-c91f329da769,12/04/24,BRA,manufacturing defect detected in laser therapy unit,software update,Wholesale,Class 2,open,safety alert,laser therapy unit,CDSCO,BioCare,laser therapy unit
85209b9b-f8a3-4700-ad1e-5432a5939601,28/07/23,AUS,fatal detected in defibrillator,recall,Hospital,Class 1,open,field safety,defibrillator,TGA,MediNova,defibrillator
650de0f5-88d7-49be-b971-ff76136229ca,06/01/23,DEU,packaging detected in disposable glove,software update,Sponsor Control,Class 3,classified,field safety,disposable glove,TGA,BioCare,disposable glove
d32416dc-a7cd-408b-8abe-8c86afea965f,24/02/23,CAN,fatal detected in cardiac pacemaker,recall,Hospital,Class 1,open,field safety,cardiac pacemaker,Health Canada,MediNova,cardiac pacemaker
8de838b6-a6e3-4a64-9d1b-56b7848d8a3c,07/12/24,IND,paperwork detected in dressing,software update,Retail,Class 3,classified,field safety,dressing,Health Canada,GlobalMed,dressing
9d84db04-a790-43d2-a9bb-ace74de4fafa,20/11/15,,documentation update detegted in disposable glove,software update,Wholesale,Class 3,,safety alert,disposable glove,FDA,BioCare,disposable glove
ee24c391-0b24-437d-91e2-732f17161f29,12/09/20,IND,software error detected in x-ray device,recall,Hospital,Class 2,classified,field safety,x-ray device,Health Canada,GlobalMed,x-ray device
0eb5194b-1b86-439f-bb30-a57de87c3544,24/06/21,,instruction correction detected in syringe,software update,Retail,Class 3,,recall,syringe,FDA,BioCare,syringe
3be990e6-8fd7-4432-917a-a824a22a47ef,10/05/24,,software error detected in x-ray devioe,software update,Wholesale,Class 2,,safety alert,x-ray device,CDSCO,GlobalMed,x-ray device
4d084eca-b074-42a9-b9af-8e7bf4c7f1e3,07/10/24,IND,software error detected in ultrasound machine,software update,Hospital,Class 2,classified,safety alert,ultrasound machine,PMDA,MediNova,ultrasound machine
4bf367d0-9766-4633-9681-8824dbb30849,22/02/23,USA,paperwork detected in catheter,software update,Wholesale,Class 3,classified,field safety,catheter,Health Canada,BioCare,catheter
21316c16-e9d5-441a-8460-26c1b5440d6b,21/12/18,BRA,documentation update detected in bandage,software update,Wholesale,Class 3,open,recall,bandage,TGA,GlobalMed,bandage
053c641f-fa30-4ce0-85c8-e0df610dcbda,31/03/16,CHN,performance issue detected in ultrasound machine,terminated,Wholesale,Class 2,terminated,field safety,ultrasound machine,TGA,BioCare,ultrasound machine
8f70ab26-1d6f-4a4c-abef-cdc9320fc5d7,21/04/18,FRA,instruction correction detected in syringe,recall,Sponsor Control,Class 3,open,field safety,syringe,MHRA,MediNova,syringe
74f8ae6b-0f11-43ec-a87b-b1c930d9e3f3,25/08/21,USA,implant detected in surgical implant,recall,Public Recall,Class 1,classified,field safety,surgical implant,Health Canada,MediNova,surgical implant
c3383d81-2e86-4d20-956e-5dd85f6cfa03,13/02/20,GBR,cosmetic defect detected in syringe,terminated,Sponsor Control,Class 3,terminated,field safety,syringe,MHRA,BioCare,syringe
a6393312-0279-4c7b-a43b-d56a8dc93fe4,14/04/21,FRA,software error detected in laser therapy unit,software update,Hospital,Class 2,terminated,safety alert,laser therapy unit,MHRA,MediNova,laser therapy unit
0c75100b-c4b3-4a31-a136-113ca6488e08,03/12/15,USA,instruction correction detected in dressing,software update,Sponsor Control,Class 3,terminated,safety alert,dressing,PMDA,MediNova,dressing
8ac2d0da-c7ea-4c77-92b8-3687c076cf1f,15/12/19,CAN,packaging detected in syringe,recall,Sponsor Control,Class 3,classified,field safety,syringe,TGA,MediNova,syringe
aabd1223-c53e-4d28-aa7e-e40674357db2,11/11/15,IND,explosion detected in infusion pump,terminated,Hospital,Class 1,classified,recall,infusion pump,EMA,GlobalMed,infusion pump
e15f4978-0863-4d42-80e8-439c5917babb,22/05/23,AUS,infection detected in surgical implant,recall,Hospital,Class 1,classified,recall,surgical implant,FDA,GlobalMed,surgical implant
454b51d3-2321-4eb2-92a7-1b90c0500ef4,29/09/23,BRA,instruction correction detected in bandage,software update,Retail,Class 3,classified,safety alert,bandage,PMDA,GlobalMed,bandage
32c54a14-f011-4947-8b6e-63c91250056f,02/11/22,CAN,implant detected in cardiac pacemaker,terminated,Public Recall,Class 1,terminated,field safety,cardiac pacemaker,EMA,BioCare,cardiac pacemaker
8b063b8a-a126-4ae0-911d-48dce6e226d2,01/04/20,AUS,cardiac detected in infusion pump,terminated,Healthcare Professional,Class 1,open,field safety,infusion pump,Health Canada,GlobalMed,infusion pump
03034a95-eb13-45ab-8840-cf2d3e550f00,06/01/17,AUS,implant detected in surgical implant,terminated,Hospital,Class 1,terminated,safety alert,surgical implant,Health Canada,BioCare,surgical implant
8a7ea487-a131-42b3-840e-0d9b1b670dcb,17/03/24,BRA,explosion detected in surgical implant,recall,Hospital,Class 1,terminated,safety alert,surgical implant,EMA,MediNova,surgical implant
2a8f129b-ddea-4653-a8b6-2f2eca75a46e,23/01/21,USA,implant detected in defibrillator,software update,Hospital,Class 1,terminated,safety alert,defibrillator,MHRA,BioCare,defibrillator
cf9c4ea5-8d30-4beb-8d15-a0bec76446e2,26/11/21,,quality problem detected in diagnoseic monitor,recall,Hospital,Class 2,,recall,diagnostic monitor,MHRA,GlobalMed,diagnostic monitor
6d8ba378-4e71-497f-b4bb-ea5a2d08b66b,07/05/19,DEU,cosmetic defect detected in syringe,recall,Retail,Class 3,classified,safety alert,syringe,PMDA,GlobalMed,syringe
76256fb9-3d96-4176-9c94-b163c1fa1727,29/12/24,IND,quality problem detected in ultrasound machine,software update,Wholesale,Class 2,terminated,recall,ultrasound machine,FDA,GlobalMed,ultrasound machine
a195b400-64a3-4ed0-b86a-aab5a291cb72,08/12/21,CHN,cosmetic defect detected in disposable glove,software update,Retail,Class 3,classified,recall,disposable glove,PMDA,BioCare,disposable glove
aa6856d4-aa0c-4f69-81e3-70d4c9dc6c5c,02/06/21,MEX,malfunction detected in laser therapy unit,terminated,Hospital,Class 2,terminated,recall,laser therapy unit,MHRA,BioCare,laser therapy unit
162f6ec5-70c8-4cda-b3d1-3381e7d406af,16/05/21,IND,death detected in cardiac pacemaker,terminated,Public Recall,Class 1,classified,recall,cardiac pacemaker,Health Canada,BioCare,cardiac pacemaker
79a4e3e3-788c-4425-adca-5c24734a1c9d,15/02/17,IND,cardiac detected in cardiac pacemaker,terminated,Healthcare Professional,Class 1,classified,safety alert,cardiac pacemaker,Health Canada,MediNova,cardiac pacemaker
d99c84d5-1eb1-46ea-8a1d-abb62a0cfcc2,20/09/18,CAN,documentation update detected in dressing,software update,Retail,Class 3,terminated,recall,dressing,CDSCO,MediNova,dressing
7d46a8f4-2ca7-4235-acf4-a907ca4f9901,06/02/22,BRA,software error detected in laser therapy unit,software update,Sponsor Control,Class 2,classified,recall,laser therapy unit,PMDA,MediNova,laser therapy unit
78b38b04-55af-4ba5-b4ee-1f53527984b1,07/07/17,AUS,infection detected in ventilator,terminated,Healthcare Professional,Class 1,classified,safety alert,ventilator,Health Canada,MediNova,ventilator
5bdeeaff-a5c8-4b94-987c-0a107d19c77e,05/07/16,,paperwork detemted in syringe,software update,Retail,Class 3,,field safety,syringe,PMDA,BioCare,syringe
790dd8ad-3d03-4ee4-8502-d7c8e68bfad1,05/01/21,GBR,cosmetic defect detected in dressing,software update,Wholesale,Class 3,terminated,safety alert,dressing,PMDA,GlobalMed,dressing
0bcc4d8f-d472-45df-81fe-610cc2f13471,12/10/24,AUS,serious injury detected in cardiac pacemaker,terminated,Public Recall,Class 1,open,recall,cardiac pacemaker,FDA,GlobalMed,cardiac pacemaker
0ac55c04-8b2a-49f8-9be2-abb8569b6a09,25/07/25,GBR,quality problem detected in x-ray device,terminated,Wholesale,Class 2,open,field safety,x-ray device,EMA,MediNova,x-ray device
f17ceb35-5668-48f4-91d0-a035705696b7,23/03/25,MEX,performance issue detected in laser therapy unit,terminated,Hospital,Class 2,open,recall,laser therapy unit,EMA,GlobalMed,laser therapy unit
468ca772-f21d-44d0-b5d0-b1b0d9665004,15/08/20,BRA,malfunction detected in laser therapy unit,software update,Hospital,Class 2,classified,recall,laser therapy unit,CDSCO,MediNova,laser therapy unit
08e4fabd-f18d-4a7b-9523-6bba078c11fc,21/11/22,CAN,cosmetic defect detected in catheter,terminated,Retail,Class 3,classified,recall,catheter,FDA,BioCare,catheter
83ebd222-a9ea-4b37-af94-d518f2d4fea0,21/05/22,USA,cardiac detected in defibrillator,terminated,Healthcare Professional,Class 1,open,field safety,defibrillator,CDSCO,GlobalMed,defibrillator
d0a0c02d-8a33-446f-9c23-c5cd03b99883,10/11/15,IND,cosmetic defect detected in dressing,software update,Sponsor Control,Class 3,terminated,field safety,dressing,CDSCO,MediNova,dressing
e42f3b40-39f6-4079-a062-1ec58629f7fd,14/05/16,,implant detectmd in defibrillator,recall,Public Recall,Class 1,,recall,defibrillator,FDA,GlobalMed,defibrillator
c79f88aa-9d77-47d2-8b3e-50750dfe8f51,12/11/19,JPN,quality problem detected in diagnostic monitor,recall,Hospital,Class 2,classified,recall,diagnostic monitor,MHRA,MediNova,diagnostic monitor
c7767a21-bafc-44b8-96e5-37c3fa2b8506,24/03/24,USA,paperwork detected in catheter,recall,Retail,Class 3,terminated,recall,catheter,FDA,MediNova,catheter
bb96bc91-26a6-4610-beb2-432f112ed22c,31/05/18,JPN,cardiac detected in ventilator,software update,Public Recall,Class 1,terminated,safety alert,ventilator,EMA,GlobalMed,ventilator
a4daffbf-714b-44dc-b3a0-aebf0790c8d5,23/01/22,AUS,quality problem detected in diagnostic monitor,software update,Hospital,Class 2,open,field safety,diagnostic monitor,TGA,MediNova,diagnostic monitor
e9fbeb25-760d-4541-acfe-781063b36075,14/04/20,USA,malfunction detected in diagnostic monitor,recall,Wholesale,Class 2,terminated,safety alert,diagnostic monitor,FDA,GlobalMed,diagnostic monitor
7b27f890-8ef9-47ce-9bc3-4085455fb038,04/11/21,DEU,paperwork detected in disposable glove,recall,Retail,Class 3,terminated,field safety,disposable glove,MHRA,BioCare,disposable glove
cf42ad1d-54b7-477e-b793-3df0a208d85d,12/07/17,DEU,manufacturing defect detected in x-ray device,software update,Hospital,Class 2,open,safety alert,x-ray device,FDA,MediNova,x-ray device
4760e2a0-fc6d-4bc4-87ae-69d309f509c3,12/04/18,,jnfection detected in infusion pump,terminated,Healthcare Professional,Class 1,,recall,infusion pump,MHRA,BioCare,infusion pump
6e11e532-8dbf-4b41-ba39-8984787b05ae,27/12/23,IND,explosion detected in defibrillator,recall,Healthcare Professional,Class 1,open,field safety,defibrillator,Health Canada,BioCare,defibrillator
a6a5d709-24ec-4383-ae8a-7db6d2fb7cf8,01/05/21,,serious injury detected in defibrillator,recall,Hospital,Class 1,,recall,defibrillator,Health Canada,MediNova,defibrillator
0ebc59d7-f302-4c3a-a80f-f58dc960a336,10/06/24,,implant fetected in ventilator,terminated,Public Recall,Class 1,,recall,ventilator,EMA,MediNova,ventilator
b80ff2ea-70b1-4134-b9ab-a390f2670cfa,26/12/21,,documentation update dqtected in bandage,software update,Retail,Class 3,,recall,bandage,FDA,BioCare,bandage
b07838be-db46-42f8-a515-ae2cf60295af,09/06/18,MEX,death detected in infusion pump,recall,Hospital,Class 1,classified,recall,infusion pump,Health Canada,MediNova,infusion pump
0116ab58-025b-46a2-8131-24de32e4bd87,03/02/17,CAN,death detected in infusion pump,terminated,Healthcare Professional,Class 1,classified,recall,infusion pump,PMDA,MediNova,infusion pump
e49154d5-ae4e-47ca-8fca-6d43dd453123,06/10/24,CHN,performance issue detected in x-ray device,software update,Hospital,Class 2,terminated,recall,x-ray device,PMDA,GlobalMed,x-ray device
1dd99d36-c04f-4608-81fd-6cbcb5dee412,20/10/17,FRA,infection detected in infusion pump,terminated,Public Recall,Class 1,open,field safety,infusion pump,TGA,GlobalMed,infusion pump
bdcf939b-e0f7-4d7d-bc3b-c60c0f11e070,26/01/17,FRA,packaging detected in catheter,recall,Retail,Class 3,open,field safety,catheter,CDSCO,GlobalMed,catheter
3e0c09ea-4197-491d-b0e5-7bdb9f8c8183,24/07/16,MEX,documentation update detected in syringe,software update,Retail,Class 3,terminated,field safety,syringe,FDA,MediNova,syringe
56fdf670-6c51-480c-9fcc-3513a61a9828,27/02/17,DEU,instruction correction detected in dressing,software update,Retail,Class 3,classified,recall,dressing,EMA,GlobalMed,dressing
59eac23b-4ebb-438b-9a79-e69b8b22d78b,17/09/21,,manufacturing defect detected in xvray device,software update,Wholesale,Class 2,,recall,x-ray device,EMA,MediNova,x-ray device
cb0aaa69-8f53-4dca-a0e7-fa9ae22284cc,22/03/25,AUS,malfunction detected in ultrasound machine,software update,Sponsor Control,Class 2,classified,recall,ultrasound machine,PMDA,BioCare,ultrasound machine
f52b37da-93b8-4e6c-a7b1-7794d160a7ae,28/05/21,AUS,fatal detected in infusion pump,terminated,Hospital,Class 1,open,recall,infusion pump,PMDA,BioCare,infusion pump
80a8f936-79c2-4477-8c3d-848089de1a4a,25/10/17,GBR,instruction correction detected in syringe,software update,Retail,Class 3,open,field safety,syringe,CDSCO,BioCare,syringe
f9131a93-0843-45fe-b126-0768730ac75e,21/11/24,DEU,software error detected in ultrasound machine,software update,Hospital,Class 2,classified,safety alert,ultrasound machine,FDA,MediNova,ultrasound machine
4fe8cb88-9cf9-4d37-b0ee-a36ee1ac935d,22/07/16,GBR,serious injury detected in surgical implant,recall,Public Recall,Class 1,open,recall,surgical implant,EMA,GlobalMed,surgical implant
fd742292-fec0-43b1-9d41-7798f62c02e4,08/06/20,FRA,death detected in cardiac pacemaker,recall,Public Recall,Class 1,classified,field safety,cardiac pacemaker,EMA,MediNova,cardiac pacemaker
468e508d-4e4f-4168-a11b-aa60d49e2718,01/11/16,CHN,cosmetic defect detected in dressing,recall,Sponsor Control,Class 3,terminated,field safety,dressing,FDA,MediNova,dressing
dbe71825-f330-4e21-96a8-e92774076c18,06/12/22,BRA,malfunction detected in laser therapy unit,recall,Wholesale,Class 2,classified,field safety,laser therapy unit,Health Canada,GlobalMed,laser therapy unit
bb04e217-cfdd-4b2a-950c-fa31e8942f10,11/03/18,,fatal detected in surgical implant,recall,Healthcare Professional,Class 1,,field safety,surgical implant,CDSCO,MediNova,surgical implant
79d6991f-c70d-45ec-93a1-e19601dfb982,02/10/20,MEX,implant detected in cardiac pacemaker,terminated,Hospital,Class 1,open,recall,cardiac pacemaker,FDA,GlobalMed,cardiac pacemaker
ec231a6d-fc91-4556-b52f-ded4d5e25b5b,04/04/20,CHN,cardiac detected in ventilator,terminated,Public Recall,Class 1,open,recall,ventilator,FDA,BioCare,ventilator
faa0e2c9-aaff-4606-8cc7-f1a719b23b43,29/10/16,USA,manufacturing defect detected in ultrasound machine,recall,Wholesale,Class 2,classified,field safety,ultrasound machine,MHRA,MediNova,ultrasound machine
bdd702c9-e03f-48b8-9742-64825c9d19c7,14/07/25,FRA,documentation update detected in disposable glove,software update,Wholesale,Class 3,open,field safety,disposable glove,PMDA,BioCare,disposable glove
85f63986-5c0a-45b5-bdeb-6a8eec62f9cf,28/01/17,IND,quality problem detected in ultrasound machine,recall,Wholesale,Class 2,terminated,recall,ultrasound machine,TGA,BioCare,ultrasound machine
4f3f5300-0e69-4a06-97d4-7e727e180cb7,01/03/23,IND,death detected in cardiac pacemaker,recall,Hospital,Class 1,terminated,safety alert,cardiac pacemaker,PMDA,MediNova,cardiac pacemaker
9d2ff865-19bd-4856-89aa-9a6db00d6fcb,18/07/18,FRA,implant detected in infusion pump,recall,Public Recall,Class 1,open,field safety,infusion pump,Health Canada,BioCare,infusion pump
24948f44-cda6-4fea-bd01-4e324ada9cdc,27/04/23,,softwmre error detected in diagnostic monitor,recall,Sponsor Control,Class 2,,field safety,diagnostic monitor,PMDA,BioCare,diagnostic monitor
d4a141a8-8bf3-4b95-97b9-f79622ef7875,25/01/16,,software error detected in x-riy device,recall,Wholesale,Class 2,,recall,x-ray device,MHRA,GlobalMed,x-ray device
757018c0-4f52-4b6c-b5cc-c9368de2d4ad,03/08/22,CHN,documentation update detected in syringe,software update,Sponsor Control,Class 3,classified,recall,syringe,Health Canada,GlobalMed,syringe
1e2e0e40-0687-4c44-bb4a-8d82d6162f12,12/08/19,,implant detected in surgical implant,recall,Public Recall,Class 1,,safety alert,surgical implant,PMDA,BioCare,surgical implant
b8ef7104-0818-4ee4-9ecc-89af281fa0a0,16/10/16,DEU,explosion detected in ventilator,recall,Hospital,Class 1,classified,safety alert,ventilator,CDSCO,MediNova,ventilator
d4eacacb-6ec2-455a-b680-40b7481dc071,04/11/23,,documentation update detected in catheter,software update,Wholesale,Class 3,,field safety,catheter,FDA,GlobalMed,catheter
c97000d0-667c-4039-b844-ec545a2edcf8,21/12/19,IND,paperwork detected in syringe,software update,Retail,Class 3,terminated,field safety,syringe,CDSCO,BioCare,syringe
5bd0b12b-22de-4de7-a1d8-929a1d5be3a4,24/11/22,MEX,fatal detected in surgical implant,recall,Public Recall,Class 1,open,safety alert,surgical implant,FDA,GlobalMed,surgical implant
ce14c5ae-01f5-4d93-b33d-0f678956eb80,16/03/16,GBR,serious injury detected in surgical implant,terminated,Public Recall,Class 1,terminated,field safety,surgical implant,CDSCO,GlobalMed,surgical implant
59ad3fe6-981c-4297-b9d2-3c7465c11ca9,20/12/21,CAN,death detected in defibrillator,terminated,Public Recall,Class 1,terminated,safety alert,defibrillator,CDSCO,MediNova,defibrillator
db753729-ee70-42ea-9401-8767a4008e36,16/01/16,BRA,performance issue detected in ultrasound machine,recall,Sponsor Control,Class 2,terminated,field safety,ultrasound machine,CDSCO,MediNova,ultrasound machine
e2e01d7f-dbef-4b70-80ff-f3f533f9b6e2,09/01/17,BRA,implant detected in cardiac pacemaker,terminated,Public Recall,Class 1,open,field safety,cardiac pacemaker,FDA,MediNova,cardiac pacemaker
3b3da3a9-5ff4-4b91-8aaf-353ce7b8ffca,24/05/22,MEX,software error detected in diagnostic monitor,recall,Wholesale,Class 2,open,field safety,diagnostic monitor,CDSCO,BioCare,diagnostic monitor
2e817581-04c9-4dbf-9ce2-c7a8e9eab06f,17/11/17,CAN,paperwork detected in bandage,software update,Retail,Class 3,terminated,safety alert,bandage,FDA,MediNova,bandage
1aa10dd9-1f9f-423f-9a5d-69eca0fa0f5b,31/03/19,AUS,paperwork detected in dressing,software update,Retail,Class 3,open,safety alert,dressing,Health Canada,BioCare,dressing
44911b02-7fc8-4b10-9b3e-3a29c44d559c,27/10/19,GBR,cosmetic defect detected in disposable glove,software update,Sponsor Control,Class 3,open,safety alert,disposable glove,MHRA,GlobalMed,disposable glove
ee359bf3-d737-480e-b364-ffa9cde8ac60,24/03/19,GBR,paperwork detected in disposable glove,terminated,Sponsor Control,Class 3,classified,recall,disposable glove,FDA,BioCare,disposable glove
4cdb8283-3f59-4643-861c-15e939e8d519,25/07/24,,fatal detected in defibrilaator,terminated,Healthcare Professional,Class 1,,safety alert,defibrillator,Health Canada,MediNova,defibrillator
0e641ad3-0117-4353-97e0-b8546a20004d,12/08/19,BRA,implant detected in cardiac pacemaker,recall,Healthcare Professional,Class 1,classified,safety alert,cardiac pacemaker,Health Canada,MediNova,cardiac pacemaker
06a89077-582e-4049-b5e4-10d6fe779886,10/02/25,JPN,documentation update detected in dressing,software update,Sponsor Control,Class 3,terminated,recall,dressing,TGA,GlobalMed,dressing
4144c85a-7452-423e-b888-396837cd6a0e,13/11/17,,infeclion detected in infusion pump,recall,Public Recall,Class 1,,field safety,infusion pump,Health Canada,BioCare,infusion pump
e47f22fe-b7dc-4bd1-9726-81abad4c974a,29/12/18,DEU,explosion detected in ventilator,terminated,Public Recall,Class 1,open,field safety,ventilator,Health Canada,BioCare,ventilator
1918f639-c70a-4cb9-b105-14f41bbee8ce,22/10/15,GBR,instruction correction detected in catheter,software update,Wholesale,Class 3,classified,field safety,catheter,Health Canada,GlobalMed,catheter
f7114de8-871a-4b57-98cf-1334f3c1c296,18/08/24,,explosion detected in ventilator,terminated,Healthcare Professional,Class 1,,safety alert,ventilator,Health Canada,MediNova,ventilator
3fc12afa-6bb8-460b-9f24-bc40a5534a25,29/07/22,,implant detected in defibrillator,recall,Healthcare Professional,Class 1,,field safety,defibrillator,FDA,MediNova,defibrillator
9a08dc53-a89b-46d4-88a8-bf40d729e5a6,22/08/23,MEX,manufacturing defect detected in laser therapy unit,recall,Wholesale,Class 2,classified,field safety,laser therapy unit,Health Canada,MediNova,laser therapy unit
12ce5b03-6d5b-4814-8d2a-11eda2e49a06,03/12/22,AUS,implant detected in ventilator,terminated,Healthcare Professional,Class 1,open,safety alert,ventilator,PMDA,MediNova,ventilator
4bdc3709-a9ae-4e0f-be2c-820107db2e63,07/01/21,IND,documentation update detected in dressing,software update,Wholesale,Class 3,classified,safety alert,dressing,EMA,MediNova,dressing
3c66fcb4-f472-485f-b850-cc3f5541cde1,02/12/20,JPN,cardiac detected in cardiac pacemaker,recall,Healthcare Professional,Class 1,terminated,safety alert,cardiac pacemaker,Health Canada,GlobalMed,cardiac pacemaker
94e9ec0a-4c1e-4a8d-8b24-2c2f0227482e,10/03/25,IND,instruction correction detected in catheter,software update,Wholesale,Class 3,terminated,safety alert,catheter,MHRA,MediNova,catheter
dd8569d3-f4ac-4833-ad34-8398b658acc3,02/05/24,JPN,fatal detected in infusion pump,recall,Hospital,Class 1,classified,recall,infusion pump,MHRA,MediNova,infusion pump
aa3fdcca-0f15-4c48-8bb7-8f29db0b7f55,31/05/18,FRA,performance issue detected in laser therapy unit,recall,Hospital,Class 2,open,field safety,laser therapy unit,FDA,BioCare,laser therapy unit
40555d5e-7779-4a69-a60a-c409eae9a1a2,21/06/19,CAN,documentation update detected in disposable glove,software update,Wholesale,Class 3,open,recall,disposable glove,PMDA,MediNova,disposable glove
5052e7b0-cb22-4c24-8528-cb93570c6686,26/05/21,CHN,cosmetic defect detected in disposable glove,software update,Retail,Class 3,open,field safety,disposable glove,FDA,MediNova,disposable glove
ee24b01d-fb9c-412b-b691-3daa99e5161c,28/06/19,MEX,packaging detected in bandage,software update,Wholesale,Class 3,terminated,safety alert,bandage,PMDA,BioCare,bandage
99d0b6c3-6e6a-495a-a8d1-eb7e56f1183d,11/02/16,AUS,instruction correction detected in dressing,recall,Retail,Class 3,open,safety alert,dressing,FDA,GlobalMed,dressing
985bfba4-34ad-4221-888f-c715be831199,04/06/25,,fatal detected in defibrillator,terminated,Healthcare Professional,Class 1,,safety alert,defibrillator,EMA,BioCare,defibrillator
2bea179b-6d5d-4cc9-b3f4-7b49f4e34bab,15/01/23,USA,explosion detected in defibrillator,terminated,Healthcare Professional,Class 1,classified,recall,defibrillator,EMA,GlobalMed,defibrillator
